county,school_or_school_district,type,student_cases_new,student_cases_cumulative,staff_cases_new,staff_cases_cumulative
Union,St John Lutheran,Private School,0,4,0,6
Union,St John Lutheran,Preschool,0,0,0,0
Union,St John Lutheran,Before and After School Programs,0,0,0,0
Union,St John Lutheran PS Annex,Preschool,0,0,0,0
Union,Trinity Lutheran,Private School,0,6,0,2
Union,Trinity Lutheran,Preschool,0,0,0,0
Union,Union County Board of DD,County Board of Developmental Disabilities,1,7,0,6
Union,Victory Christian Academy,Private School,0,0,0,0
Van Wert,Crestview Local,Public District,0,15,0,15
Van Wert,Lincolnview Local,Public District,0,21,0,10
Van Wert,St Mary,Private School,0,1,0,1
Van Wert,Van Wert City,Public District,2,39,1,43
Van Wert,Van Wert County Board of DD,County Board of Developmental Disabilities,0,1,1,1
Van Wert,Vantage Career Center,Joint Vocational School District,1,28,2,7
Ross,Hilltop Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Vinton,Truth Christian School,Private School,0,0,0,0
Vinton,Vinton County Local,Public District,2,44,0,30
Trumbull,Holy Trinity Orthodox Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,Holy Trinity Orthodox Christian Academy,Preschool,No Cases Reported,0,No Cases Reported,1
Trumbull,John F Kennedy Catholic Upper School,Private School,No Cases Reported,4,No Cases Reported,11
Trumbull,John F. Kennedy Catholic Lower School,Private School,No Cases Reported,1,No Cases Reported,0
Trumbull,John F. Kennedy Catholic Lower School,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,River Gate High School,Community School,No Cases Reported,0,No Cases Reported,1
Trumbull,STEAM Academy of Warren,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,Summit Academy Alternative LearnersWarren Middle & Secondary,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,Summit Academy Community School-Warren,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,Valley Christian Schools Trumbull Campus,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Trumbull,Warren City,Public District,No Cases Reported,1,No Cases Reported,6
Warren,Carlisle Local,Public District,4,75,0,27
Warren,CHESS Christian School,Private School,0,6,0,5
Warren,Emmanuel Baptist Church School,Private School,0,0,0,0
Warren,Franklin City,Public District,7,66,9,49
Warren,Gloria Dei Classical School,Private School,0,0,0,0
Warren,Greater Ohio Virtual School,Community School,0,0,0,0
Warren,Kingdom Institute,Private School,0,0,0,0
Warren,Kings Local,Public District,12,185,12,74
Warren,Lamed School of Discovery,Private School,0,0,0,0
Warren,Lebanon Christian School,Private School,5,6,1,5
Warren,Lebanon City,Public District,20,184,5,99
Warren,Lebanon United Methodist Kdg,Private School,0,0,0,0
Warren,Liberty Bible Academy,Private School,0,0,0,0
Warren,Liberty Bible Academy,Preschool,0,0,0,0
Warren,Liberty Bible Academy,Preschool,0,0,0,0
Warren,Little Miami Local,Public District,8,171,5,73
Warren,Loveland Baptist School,Private School,0,0,0,0
Warren,Mars Hill Academy,Private School,0,6,0,3
Warren,Mason City,Public District,27,335,10,115
Warren,Montessori Academy of Cincinnati,Private School,0,3,0,2
Warren,Montessori Academy of Cincinnati,Preschool,0,0,0,0
Warren,Montessori Academy of Cincinnati,Before and After School Programs,0,0,0,0
Warren,Royal Little Lambs Academy,Private School,0,0,0,0
Warren,Royalmont Academy,Private School,0,4,0,4
Warren,Royalmont Academy,Preschool,0,0,0,0
Warren,Springboro Community City,Public District,9,166,4,63
Warren,St Francis Desales,Private School,0,0,0,0
Warren,St Margaret Of York,Private School,4,33,0,8
Warren,St Susanna,Private School,2,41,0,2
Warren,Stone Cross Academy,Private School,0,0,0,0
Warren,The Academy- Lebanon Christian,Preschool,0,0,0,0
Warren,The Children's Academy of Mason Inc.,Private School,0,0,0,0
Warren,The CinDay Academy,Private School,0,2,0,2
Warren,The CinDay Academy,Preschool,0,0,0,0
Warren,The Goddard School ,Private School,0,0,0,0
Warren,Village Christian Schools,Private School,0,4,0,1
Warren,Warren County Board of DD,County Board of Developmental Disabilities,0,0,0,0
Warren,Warren County ESC,Educational Service Center,0,3,3,46
Warren,Warren County Vocational School,Joint Vocational School District,2,57,1,19
Warren,Wayne Local,Public District,2,44,2,21
Washington,Belpre Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Washington,Fort Frye Local,Public District,No Cases Reported,27,No Cases Reported,13
Washington,Frontier Local,Public District,No Cases Reported,4,No Cases Reported,6
Washington,Oak Grove Christian School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Washington,St John,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Washington,St John,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Washington,Warren Local,Public District,No Cases Reported,39,No Cases Reported,18
Washington,Washington County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Washington,Washington County Career Center,Joint Vocational School District,No Cases Reported,24,No Cases Reported,8
Washington,Wolf Creek Local,Public District,No Cases Reported,10,No Cases Reported,4
Holmes,Blossom Lane Christian School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,All Saints Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Apple Creek Developmental Ctr,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Beacon Hill Academy,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Central Christian,Private School,0,0,0,1
Wayne,Chippewa Local,Public District,1,8,1,10
Wayne,Dalton Local,Public District,0,7,0,9
Wayne,Eastern Road Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Erdman Academy Homeschool,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Green Local,Public District,0,15,0,4
Wayne,Heritage Private School Inc.,Private School,0,0,0,0
Wayne,Kingsway Christian,Private School,0,2,0,5
Wayne,Liberty Preparatory School,Community School,1,2,0,0
Wayne,Marcum Academy The,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Montessori School of Wooster,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Montessori School of Wooster,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,New Beginnings Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Northwestern Local,Public District,1,18,1,7
Wayne,Norwayne Local,Public District,3,19,1,9
Wayne,Orrville City,Public District,2,36,1,17
Wayne,Rittman Academy,Community School,0,0,0,1
Wayne,Rittman Exempted Village,Public District,12,34,8,14
Wayne,Southeast Local,Public District,1,22,0,20
Wayne,St Joseph Of Nazareth School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,St Martin of Tours Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,St Mary Immaculate Conception,Private School,0,2,0,0
Wayne,St Peter Faber Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Sts Peter And Paul,Private School,0,0,0,3
Wayne,Sts Peter And Paul,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Tri-County ESC,Educational Service Center,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Triway Local,Public District,1,24,2,10
Wayne,Wayne County Board of DD,County Board of Developmental Disabilities,0,0,0,3
Wayne,Wayne County JVSD,Joint Vocational School District,1,35,0,8
Wayne,Weston Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Wooster Christian,Private School,0,2,0,3
Wayne,Wooster Christian,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Wooster Christian Preschool,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wayne,Wooster City,Public District,5,58,9,48
Williams,Bryan City,Public District,0,36,0,24
Williams,Edgerton Local,Public District,0,26,0,18
Williams,Edon Northwest Local,Public District,0,17,0,6
Williams,Fountain City Christian School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Williams,Millcreek-West Unity Local,Public District,0,18,0,8
Williams,Montpelier Exempted Village,Public District,0,18,0,16
Williams,North Central Local,Public District,0,16,2,27
Williams,St Mary,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Williams,St Mary,Preschool,0,3,0,3
Williams,St Patrick,Private School,0,2,0,2
Williams,St Patrick,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Williams,Stryker Local,Public District,0,13,0,5
Williams,Williams County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Brown Branches Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,All Saints Catholic,Private School,0,0,0,8
Wood,All Saints Catholic,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Bowling Green Christian Academy Preschool,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Bowling Green Christian Acdmy,Private School,0,4,0,1
Wood,Bowling Green City School District,Public District,9,53,1,37
Wood,Eastwood Local,Public District,4,42,2,28
Wood,Elmwood Local,Public District,2,37,3,17
Wood,Garden of Faith Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Lake Local,Public District,1,37,0,13
Wood,Montessori School of Bowling Green,Private School,0,5,0,2
Wood,Montessori School of Bowling Green,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Montessori School of Bowling Green,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,North Baltimore Local,Public District,0,7,2,8
Wood,Northwood Local Schools,Public District,3,30,0,10
Wood,Oliver Wolcott Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Otsego Local,Public District,4,20,1,12
Wood,Penta Career Center - District,Joint Vocational School District,3,58,3,26
Wood,Perrysburg Exempted Village,Public District,19,145,3,53
Wood,Rossford Exempted Village,Public District,3,43,2,29
Wood,Sleek Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Sleek Academy LLC,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,St Aloysius,Private School,0,5,0,5
Wood,St Aloysius Preschool,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,St Louis,Private School,0,1,0,1
Wood,St Louis,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,St Rose,Private School,0,9,0,6
Wood,St Rose,Preschool,0,2,0,2
Wood,St. Mary's Consolidated School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,The Islamic School of Greater Toledo,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,The Islamic School of Greater Toledo,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wood,Westside Montessori/Perrysburg,Preschool,0,1,0,0
Wood,Wood County Board of DD,County Board of Developmental Disabilities,0,1,0,4
Wood,Wood County ESC,Educational Service Center,1,4,3,17
Wood,Yellow Creek Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Wyandot,Carey Exempted Village Schools,Public District,5,32,2,19
Wyandot,Mohawk Local,Public District,0,17,0,21
Wyandot,Our Lady Of Consolation,Private School,0,12,0,7
Wyandot,Our Lady Of Consolation,Preschool,0,0,0,0
Wyandot,St Peter,Private School,0,0,0,1
Wyandot,St Peter,Preschool,0,0,0,0
Wyandot,Upper Sandusky Exempted Village,Public District,0,18,0,25
Wyandot,Wyandot County Board of DD,County Board of Developmental Disabilities,0,0,0,0
Mahoning,Academy for Urban Scholars Youngstown,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,ACLD School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Akiva Academy,Private School,No Cases Reported,0,No Cases Reported,2
Mahoning,Cardinal Mooney,Private School,1,29,0,2
Mahoning,Horizon Science Academy Youngstown,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Islamic Academy of Youngstown,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Mahoning County High School,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Potential Development/Autism,Private School,No Cases Reported,5,No Cases Reported,4
Mahoning,Southside Academy,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,St Christine,Private School,2,9,0,2
Mahoning,St Christine,Preschool,No Cases Reported,4,No Cases Reported,0
Mahoning,St Joseph The Provider,Private School,No Cases Reported,0,No Cases Reported,4
Mahoning,Stambaugh Charter Academy,Community School,No Cases Reported,1,No Cases Reported,No Cases Reported
Mahoning,Summit Academy Secondary - Youngstown,Community School,No Cases Reported,2,No Cases Reported,1
Mahoning,Summit Academy-Youngstown,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,The Montessori School of the Mahoning Valley,Private School,No Cases Reported,0,No Cases Reported,2
Mahoning,The Montessori School of the Mahoning Valley,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Ursuline,Private School,No Cases Reported,9,No Cases Reported,2
Mahoning,Valley Christian School,Private School,No Cases Reported,4,No Cases Reported,3
Mahoning,Youngstown Academy of Excellence,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
